id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;inversao_numero;inversao_nome;notas_ordenadas;notas_separadas;baixo_sugerido;mao_esquerda_sugerida;mao_direita_sugerida;oitava_referencia;observacoes;fonte
teclado-F13-4;teclado;F13;;F;Fá;décima terceira;1 3 5 b7 9 13;4;4ª inversão;D-D#-F-G-A-C;D|D#|F|G|A|C;D;F;D-D#-F-G-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F13-5;teclado;F13;;F;Fá;décima terceira;1 3 5 b7 9 13;5;5ª inversão;D#-F-G-A-C-D;D#|F|G|A|C|D;D#;F;D#-F-G-A-C-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm13-0;teclado;Fm13;;F;Fá;menor com décima terceira;1 b3 5 b7 9 13;0;posição fundamental;F-G-G#-C-D-D#;F|G|G#|C|D|D#;F;F;F-G-G#-C-D-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm13-1;teclado;Fm13;;F;Fá;menor com décima terceira;1 b3 5 b7 9 13;1;1ª inversão;G-G#-C-D-D#-F;G|G#|C|D|D#|F;G;F;G-G#-C-D-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm13-2;teclado;Fm13;;F;Fá;menor com décima terceira;1 b3 5 b7 9 13;2;2ª inversão;G#-C-D-D#-F-G;G#|C|D|D#|F|G;G#;F;G#-C-D-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm13-3;teclado;Fm13;;F;Fá;menor com décima terceira;1 b3 5 b7 9 13;3;3ª inversão;C-D-D#-F-G-G#;C|D|D#|F|G|G#;C;F;C-D-D#-F-G-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm13-4;teclado;Fm13;;F;Fá;menor com décima terceira;1 b3 5 b7 9 13;4;4ª inversão;D-D#-F-G-G#-C;D|D#|F|G|G#|C;D;F;D-D#-F-G-G#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm13-5;teclado;Fm13;;F;Fá;menor com décima terceira;1 b3 5 b7 9 13;5;5ª inversão;D#-F-G-G#-C-D;D#|F|G|G#|C|D;D#;F;D#-F-G-G#-C-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b5-0;teclado;F7b5;;F;Fá;sétima com quinta diminuta;1 3 b5 b7;0;posição fundamental;F-A-B-D#;F|A|B|D#;F;F;F-A-B-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b5-1;teclado;F7b5;;F;Fá;sétima com quinta diminuta;1 3 b5 b7;1;1ª inversão;A-B-D#-F;A|B|D#|F;A;F;A-B-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b5-2;teclado;F7b5;;F;Fá;sétima com quinta diminuta;1 3 b5 b7;2;2ª inversão;B-D#-F-A;B|D#|F|A;B;F;B-D#-F-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b5-3;teclado;F7b5;;F;Fá;sétima com quinta diminuta;1 3 b5 b7;3;3ª inversão;D#-F-A-B;D#|F|A|B;D#;F;D#-F-A-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#5-0;teclado;F7#5;;F;Fá;sétima com quinta aumentada;1 3 #5 b7;0;posição fundamental;F-A-C#-D#;F|A|C#|D#;F;F;F-A-C#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#5-1;teclado;F7#5;;F;Fá;sétima com quinta aumentada;1 3 #5 b7;1;1ª inversão;A-C#-D#-F;A|C#|D#|F;A;F;A-C#-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#5-2;teclado;F7#5;;F;Fá;sétima com quinta aumentada;1 3 #5 b7;2;2ª inversão;C#-D#-F-A;C#|D#|F|A;C#;F;C#-D#-F-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#5-3;teclado;F7#5;;F;Fá;sétima com quinta aumentada;1 3 #5 b7;3;3ª inversão;D#-F-A-C#;D#|F|A|C#;D#;F;D#-F-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b9-0;teclado;F7b9;;F;Fá;sétima com nona menor;1 b9 3 5 b7;0;posição fundamental;F-F#-A-C-D#;F|F#|A|C|D#;F;F;F-F#-A-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b9-1;teclado;F7b9;;F;Fá;sétima com nona menor;1 b9 3 5 b7;1;1ª inversão;F#-A-C-D#-F;F#|A|C|D#|F;F#;F;F#-A-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b9-2;teclado;F7b9;;F;Fá;sétima com nona menor;1 b9 3 5 b7;2;2ª inversão;A-C-D#-F-F#;A|C|D#|F|F#;A;F;A-C-D#-F-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b9-3;teclado;F7b9;;F;Fá;sétima com nona menor;1 b9 3 5 b7;3;3ª inversão;C-D#-F-F#-A;C|D#|F|F#|A;C;F;C-D#-F-F#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7b9-4;teclado;F7b9;;F;Fá;sétima com nona menor;1 b9 3 5 b7;4;4ª inversão;D#-F-F#-A-C;D#|F|F#|A|C;D#;F;D#-F-F#-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#9-0;teclado;F7#9;;F;Fá;sétima com nona aumentada;1 #9 3 5 b7;0;posição fundamental;F-G#-A-C-D#;F|G#|A|C|D#;F;F;F-G#-A-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#9-1;teclado;F7#9;;F;Fá;sétima com nona aumentada;1 #9 3 5 b7;1;1ª inversão;G#-A-C-D#-F;G#|A|C|D#|F;G#;F;G#-A-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#9-2;teclado;F7#9;;F;Fá;sétima com nona aumentada;1 #9 3 5 b7;2;2ª inversão;A-C-D#-F-G#;A|C|D#|F|G#;A;F;A-C-D#-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#9-3;teclado;F7#9;;F;Fá;sétima com nona aumentada;1 #9 3 5 b7;3;3ª inversão;C-D#-F-G#-A;C|D#|F|G#|A;C;F;C-D#-F-G#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7#9-4;teclado;F7#9;;F;Fá;sétima com nona aumentada;1 #9 3 5 b7;4;4ª inversão;D#-F-G#-A-C;D#|F|G#|A|C;D#;F;D#-F-G#-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F5-0;teclado;F5;;F;Fá;quinta (power chord);1 5;0;posição fundamental;F-C;F|C;F;F;F-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F5-1;teclado;F5;;F;Fá;quinta (power chord);1 5;1;1ª inversão;C-F;C|F;C;F;C-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#-0;teclado;F#;Gb;F#;Fá sustenido;maior;1 3 5;0;posição fundamental;F#-A#-C#;F#|A#|C#;F#;F#;F#-A#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#-1;teclado;F#;Gb;F#;Fá sustenido;maior;1 3 5;1;1ª inversão;A#-C#-F#;A#|C#|F#;A#;F#;A#-C#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#-2;teclado;F#;Gb;F#;Fá sustenido;maior;1 3 5;2;2ª inversão;C#-F#-A#;C#|F#|A#;C#;F#;C#-F#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#m-0;teclado;F#m;Gbm;F#;Fá sustenido;menor;1 b3 5;0;posição fundamental;F#-A-C#;F#|A|C#;F#;F#;F#-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#m-1;teclado;F#m;Gbm;F#;Fá sustenido;menor;1 b3 5;1;1ª inversão;A-C#-F#;A|C#|F#;A;F#;A-C#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#m-2;teclado;F#m;Gbm;F#;Fá sustenido;menor;1 b3 5;2;2ª inversão;C#-F#-A;C#|F#|A;C#;F#;C#-F#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#7-0;teclado;F#7;Gb7;F#;Fá sustenido;sétima dominante;1 3 5 b7;0;posição fundamental;F#-A#-C#-E;F#|A#|C#|E;F#;F#;F#-A#-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#7-1;teclado;F#7;Gb7;F#;Fá sustenido;sétima dominante;1 3 5 b7;1;1ª inversão;A#-C#-E-F#;A#|C#|E|F#;A#;F#;A#-C#-E-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#7-2;teclado;F#7;Gb7;F#;Fá sustenido;sétima dominante;1 3 5 b7;2;2ª inversão;C#-E-F#-A#;C#|E|F#|A#;C#;F#;C#-E-F#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#7-3;teclado;F#7;Gb7;F#;Fá sustenido;sétima dominante;1 3 5 b7;3;3ª inversão;E-F#-A#-C#;E|F#|A#|C#;E;F#;E-F#-A#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#maj7-0;teclado;F#maj7;Gbmaj7;F#;Fá sustenido;sétima maior;1 3 5 7;0;posição fundamental;F#-A#-C#-F;F#|A#|C#|F;F#;F#;F#-A#-C#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#maj7-1;teclado;F#maj7;Gbmaj7;F#;Fá sustenido;sétima maior;1 3 5 7;1;1ª inversão;A#-C#-F-F#;A#|C#|F|F#;A#;F#;A#-C#-F-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#maj7-2;teclado;F#maj7;Gbmaj7;F#;Fá sustenido;sétima maior;1 3 5 7;2;2ª inversão;C#-F-F#-A#;C#|F|F#|A#;C#;F#;C#-F-F#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#maj7-3;teclado;F#maj7;Gbmaj7;F#;Fá sustenido;sétima maior;1 3 5 7;3;3ª inversão;F-F#-A#-C#;F|F#|A#|C#;F;F#;F-F#-A#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#m7-0;teclado;F#m7;Gbm7;F#;Fá sustenido;menor com sétima;1 b3 5 b7;0;posição fundamental;F#-A-C#-E;F#|A|C#|E;F#;F#;F#-A-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#m7-1;teclado;F#m7;Gbm7;F#;Fá sustenido;menor com sétima;1 b3 5 b7;1;1ª inversão;A-C#-E-F#;A|C#|E|F#;A;F#;A-C#-E-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#m7-2;teclado;F#m7;Gbm7;F#;Fá sustenido;menor com sétima;1 b3 5 b7;2;2ª inversão;C#-E-F#-A;C#|E|F#|A;C#;F#;C#-E-F#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#m7-3;teclado;F#m7;Gbm7;F#;Fá sustenido;menor com sétima;1 b3 5 b7;3;3ª inversão;E-F#-A-C#;E|F#|A|C#;E;F#;E-F#-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#6-0;teclado;F#6;Gb6;F#;Fá sustenido;sexta;1 3 5 6;0;posição fundamental;F#-A#-C#-D#;F#|A#|C#|D#;F#;F#;F#-A#-C#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#6-1;teclado;F#6;Gb6;F#;Fá sustenido;sexta;1 3 5 6;1;1ª inversão;A#-C#-D#-F#;A#|C#|D#|F#;A#;F#;A#-C#-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#6-2;teclado;F#6;Gb6;F#;Fá sustenido;sexta;1 3 5 6;2;2ª inversão;C#-D#-F#-A#;C#|D#|F#|A#;C#;F#;C#-D#-F#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#6-3;teclado;F#6;Gb6;F#;Fá sustenido;sexta;1 3 5 6;3;3ª inversão;D#-F#-A#-C#;D#|F#|A#|C#;D#;F#;D#-F#-A#-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F#m6-0;teclado;F#m6;Gbm6;F#;Fá sustenido;menor com sexta;1 b3 5 6;0;posição fundamental;F#-A-C#-D#;F#|A|C#|D#;F#;F#;F#-A-C#-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
